representative,synonym,group_size
forward bending required for many individual-lifting and moving activities,forward bending required for many individual-lifting and moving activities,2
forward bending required for many individual-lifting and moving activities,forward bending required for many patient-lifting and moving activities,2
fracture,fracture,1
freedom of movement is very restricted,freedom of movement is very restricted,1
frequency of falls,frequency of falls,1
frequent blood sampling and ultrasound monitoring,frequent blood sampling and ultrasound monitoring,1
frequent failure of embryos to grow and develop properly in vitro,frequent failure of embryos to grow and develop properly in vitro,3
frequent failure of embryos to grow and develop properly in vitro,high percentage of embryos that are fertilised or transferred in vitro cease development prematurely,3
frequent failure of embryos to grow and develop properly in vitro,unviable embryos,3
frequent rest for the user,frequent rest for the user,1
front leg is hinged to the rear leg to enable steering of the rolling cane,front leg is hinged to the rear leg to enable steering of the rolling cane,1
full weight supported by the strength of his or her legs,full weight supported by the strength of his or her legs,4
full weight supported by the strength of his or her legs,full weight supported by the strength of the arms,4
full weight supported by the strength of his or her legs,need for his or her weight to be completely supported by the strength of the legs,4
full weight supported by the strength of his or her legs,unable to support their weight on their legs,4
functional assessment or monitoring of a person's health status,functional assessment or monitoring of a person's health status,1
functionality of the wearable device is otherwise compromised,functionality of the wearable device is otherwise compromised,2
functionality of the wearable device is otherwise compromised,inconvenience caused by wearable protection devices,2
general debility problems,general debility problems,1
